municipio,modalidad,tipo,nombre,direccion,codigo_postal,aforo_interior,aforo_terraza
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,"VELA, LA",LAS CASILLAS ,38370,24,10
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,GUILLERMO,"CMNO. NUEVO, 61",38370,36,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,"ABRASADEROS, S.L.","C/ ACENTEJO, 8 (ENTRADA URB. PUNTILLO DEL SOL)",38370,49,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CASA DOÑA CANDELARIA,"REAL DE LA OROTAVA, 29 CMNO. ",38370,52,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CASA JOSE,"REAL, 167 ",38370,102,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,ARMANDO Y EDUARDO,C/ SAN CRISTOBAL-SAN ANTONIO S/N,38379,24,30
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,LA OCTAVA ISLA,"CTRA. GENERAL DEL NORTE, 184",38370,85,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,KM 74,"C/ FUENTE EL LOMO, 2",38370,76,20
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,TOSCAS DE SAN ANTONIO,"TOSCAS SAN ANTONIO, 23 (LAS TOSCAS)",38370,108,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,FORMICA,"C/ LA VICA, 19 ",38370,40,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,LIMONERO,"SAN CRISTOBAL, 99 ",38370,45,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,EL HECHIZO DE MIYAIRY,"C/ BENAVIDES, 1 ESQ. C/ REAL",38370,80,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CASA BASILIO,"C/ OBISPO PEREZ CACERES, 75",38870,47,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,LA BOLA TENERIFE,"C/ EL SOL, 7",38370,58,16
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CASA ALICIA,"C/ SAN CRISTOBAL, 48",38370,36,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CASA RIVERO,"SAN CRISTOBAL, 33 ",38370,80,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,LA PIMIENTA,"C/ TOSCAS DE SAN ANTONIO, 70",38370,106,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CASA ENMA,"GENERAL, 60 CTRA. - CECILIA FUENTES, 2 ",38370,32,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,10 %,"C/. REAL, 171 ",38370,72,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,ESTERLICIA,"C/ BOTELLO, 2 (FINCA SAN DIEGO)",38370,66,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,"PARAMO, EL","REAL, 167 ",38000,56,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,"DOMINGO ""EL CUERVO""","CTRA. SAN ANTONIO, 58",38000,100,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,"FAISAN DE LUCAS, EL","ACENTEJO, 68 (FINCA EL BORRIQUERO) ",38370,40,20
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CASA FRAN,"CMNO. ACENTEJO, 60",38370,30,20
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,LIMERAS,"LIMERAS, 26 ",38370,68,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CARLITOS,"BERLIN, 12, AVDA. (PUNTA AZUL) ",38000,0,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,DONDE ARTURO,"CMNO. REAL OROTAVA, 19 ",38370,50,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,PA´PICAR,"C/ ARRAYAN, 49",38370,30,15
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,LAPU LAPU,"GENERAL, 205 BAJO CTRA.",38370,48,26
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,MARTES TRANCADO,"CTRA SAN ANTONIO, 37",38370,40,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,MAR Y MONTE,"CTRA GENERAL LOMO ZARATE, 184",38370,100,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CASA JUAN,"CMNO. ACENTEJO, 77",38370,72,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,"RINCON DE FRAN, EL","C/ SAN ANTONIO, 54",38379,0,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CASA VIEJA,"GENERAL DEL NORTE, 122 CTRA. ",38370,100,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,UN TINTO EN LA CUEVA,"TRANSV. DE LA CTRA. GENERAL DEL NORTE TF-217, 251",38370,40,10
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,"RINCON DE CEREZA DONDE MARIA, EL","REAL, 161",38670,40,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,LOMO SANTO,"C/ SAN ANTONIO, 50",38370,0,0
LA MATANZA DE ACENTEJO,RESTAURACION,RESTAURANTE,CASA GRACIANO LOS FOGONES DE MARIA LORENZO,"C/ CASILLAS, 8",38870,40,0
LA MATANZA DE ACENTEJO,RESTAURACION,TASCA,CASA PACO,"GENERAL, 140 CTRA.",38000,28,0
LA MATANZA DE ACENTEJO,RESTAURACION,TASCA,TASCA MEDIO CASCO,"ARRAYAN, 34",38370,40,0
LA OROTAVA,RESTAURACION,AREPERA,"AREPAS DEL NEGRO MARIO, LAS","C.C. ALCAMPO LA VILLA, L-2",38312,45,0
LA OROTAVA,RESTAURACION,AREPERA,"CARAJITOS, LOS",EMILIO LUQUE ESQ. JUAN CULLEN ,38300,0,0
LA OROTAVA,RESTAURACION,AUTOBAR,AUTOBAR LALO,CTRA. TF.21 (PZA. DE BARROSO),38310,0,0
LA OROTAVA,RESTAURACION,BAR,FRANCISCO MARTIN,"PINO ALTO, LA FLORIDA ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,"COROMOTO, LA","PINOLERIS, 33 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,"BRAULIO, BODEGA",LA TORRITA CTRA. ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,TASCA EL QUINQUE,"C/ RISCO CAIDO, 12 ",38300,40,0
LA OROTAVA,RESTAURACION,BAR,CASA NIEVES,"C/. LA LUZ, 10 ",38000,80,0
LA OROTAVA,RESTAURACION,BAR,"CABAÑA, LA",CARAVEO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,ESCORPION,JUAN PADRON ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,EUSEBIO HERNANDEZ RODRIGUEZ,"PINO ALTO, 57",38000,0,0
LA OROTAVA,RESTAURACION,BAR,ESTANISLAO,LA PERDOMA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,AÑEPA,"LOS ROSALES, 13 ",38300,70,0
LA OROTAVA,RESTAURACION,BAR,JULIAN GONZALEZ,DEL SAUCE CMNO. ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,SAN ISIDRO,"LOS POYOS, 3, (BDA. 25 AÑOS DE PAZ) ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,MALAGUEÑA,"GENERAL BARROSO, 4 CTRA. ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,BAR Y VIVERES LA PALMA,"C/ LA PALMA, 25 (ANTIGUA C/ LA IGLESIA)",38300,15,0
LA OROTAVA,RESTAURACION,BAR,ALCAMPO,POLIGONO INDUSTRIAL SAN JERONIMO MANZANA B SECTOR 10 (HIPERMERCADO ALCAMPO),38300,0,0
LA OROTAVA,RESTAURACION,BAR,SOLERA IBERICOS,"TOMAS ZEROLO, 2 ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,EL CHARRO,"CTRA GENERAL LA PERDOMA, KM. 3, Nº 21A",38300,58,0
LA OROTAVA,RESTAURACION,BAR,EL VIAJERO,"C/ SAN JUAN BOSCO - EDF. TEMAIT III, LOCAL 6-21",38300,17,30
LA OROTAVA,RESTAURACION,BAR,EL FENIX,"C/. TOMAS PEREZ, 20",38300,18,0
LA OROTAVA,RESTAURACION,BAR,TEODOCIO HERNANDEZ,LA PERDOMA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,FRANCISCO CABRERA,CLUB DE LOS MARTILLOS ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,TEMAIT,"SAN JUAN BOSCO, L-7 (EDIF. TEMAIT) ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,JOVITA,"FRANCHY ALFARO, 2 ",38300,12,0
LA OROTAVA,RESTAURACION,BAR,CANDELARIA LUIS,"DEL TEATRO, 3 PZA. ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,AGUAMANSA,AGUAMANSA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,FRANCISCO,CRUZ DE LOS MARTILLOS ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,TASCA-VENTA EL GOMERO,"C/ CALVARIO, 4",38300,17,21
LA OROTAVA,RESTAURACION,BAR,GOYO-EL CAÑON,"URB. EL OBISPO, 1-19 (LOS PINOS) ",38300,20,0
LA OROTAVA,RESTAURACION,BAR,JOSE,"C/. AGUSTIN DE BETHENCOURT, 42 (LA FARIÑA)",38300,0,0
LA OROTAVA,RESTAURACION,BAR,ARIADNA,"C/. SOR ANGELA DE LA CRUZ, 25 (LA FARIÑA)",38300,18,0
LA OROTAVA,RESTAURACION,BAR,VIVALTO CAFE,"SAN JUAN BOSCO, 3 (EDIF. TEMAY) ",38300,24,20
LA OROTAVA,RESTAURACION,BAR,SAN JERONIMO,"CRTA. GENERAL LA PERDOMA, 47 ",38300,60,0
LA OROTAVA,RESTAURACION,BAR,"BOCADILLO, EL","TEMAIT II, L-6 C.C. (ESTACION GUAGUAS) ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,MAY FAIR,"LAS CUEVAS, 30 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,CRISTOBAL TORRES,LAS CANDIAS ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"CHICOS DEL VALLE, LOS","AVDA OBISPO BENITEZ DE LUGO, 52 A ",38300,35,0
LA OROTAVA,RESTAURACION,BAR,RAGAZZI,"C.C. ALCAMPO LA VILLA 2 (PLAN PARCIAL DEL SECTOR 10, L-51)",38300,48,53
LA OROTAVA,RESTAURACION,BAR,"PEDRO, CASA",AGUAMANSA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,TENDERETE,"SOR SOLEDAD COBIAN AVDA., 5 ",38300,15,0
LA OROTAVA,RESTAURACION,BAR,DOMINGO,"LA DEHESA ALTA, 20 ",38300,25,0
LA OROTAVA,RESTAURACION,BAR,TINGUARO,"COLOGAN, 12 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,CARIDAD,"LA CANCELA, 6 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,CASA OCTAVIO,"GENERAL BENIJOS, 147 CTRA. ",38300,30,0
LA OROTAVA,RESTAURACION,BAR,JOSE LORENZO,MARTIANEZ BDA. ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"TASCA, LA",OBISPO BENITEZ DE LUGO ,38300,25,40
LA OROTAVA,RESTAURACION,BAR,PUEBLO CHICO,"CAMINO CRUZ  DE LOS MARTILLOS, 62 (PARQUE ATRACCIONES PUEBLO CHICO)",38300,0,0
LA OROTAVA,RESTAURACION,BAR,"PUENTE, LA",LA PUENTE ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,LAUREL,LA TORRITA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,CAMELLITO,DE LA CONSTITUCION PZA. ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,OCTAVIO RODRIGUEZ,LA PERDOMA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,PERDOMA,"GENERAL LA PERDOMA, 93 CTRA. ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,SEVERINO GONZALEZ,LA MANTECA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,CEFERINO CASAÑAS CABRERA,"LAS ROSAS, 23 ",38313,0,0
LA OROTAVA,RESTAURACION,BAR,CARMEN RODRIGUEZ,"CRUZ DE LAS ANIMAS, 8 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,"ALMAGRA, LA","RODAPALLA, 8 ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,CASIANO HERNANDEZ,"LOS GOMEZ, S/N. ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,PEDRO PACHECO SANTOS,LA FLORIDA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,YELMO CINEPLEX OROTAVA,AUTOPISTA TF.5 SALIDA 36 (C.C. LA VILLA),38312,0,0
LA OROTAVA,RESTAURACION,BAR,CASA PACA,"EL VELO, 104 - ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,CABAÑA BOLLULLO CARISA,EL BOLLULLO PYA. ,38314,0,30
LA OROTAVA,RESTAURACION,BAR,JESUS,"GENERAL LA VERA, 8 CTRA.  ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,"CUNA, LA","PINOLERIS, 1 ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,FARIÑA,LA FARIÑA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,DONDE EL GORDO,"C/ MAGISTRADO BARREDA, 9",38300,20,0
LA OROTAVA,RESTAURACION,BAR,MAXIMO RODRIGUEZ FARIÑA,PINO ALTO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,MARIA DEL CARMEN AFONSO,"AGUAMANSA, 30 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,BALBINA,CUEVA DEL NEGRO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,GUMERSINDO DELGADO,CAMINO CHASNA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,SAN JERONIMO,"CTRA GENERAL LA PERDOMA, 147",38300,80,0
LA OROTAVA,RESTAURACION,BAR,"TALLA, LA","JUAN PADRON, S/N. ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,"TASCA, LA","CASA AZUL, 11 ",38300,29,0
LA OROTAVA,RESTAURACION,BAR,AURELIA DE LUIS,"AGUAMANSA, 64 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,"RINCON SAN DIEGO, EL","LA VILLA 2, L-49 C.C.",38300,54,0
LA OROTAVA,RESTAURACION,BAR,ANA FARIÑA,BARROSO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,AUSTRALIA,ALFONSO TRUJILLO (EDIF. TEMAIT III) L-8 (ESTACION DE GUAGUAS),38300,14,36
LA OROTAVA,RESTAURACION,BAR,JUAN ANTONIO,"PINOLERIS, 2 ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,JESUS,"LA CANCELA, 1 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,RUDI,"INOCENCIO GARCIA, 2 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,"TAPIAS, LAS","AVDA. JOSE ANTONIO, 4/6",38300,0,0
LA OROTAVA,RESTAURACION,BAR,ANTONIO,"CASA AZUL, 4 ",38300,20,0
LA OROTAVA,RESTAURACION,BAR,CIRIACO CABRERA,AGUAMANSA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,PADILLA,"GENERAL MACHADO, 3 ",38300,20,0
LA OROTAVA,RESTAURACION,BAR,FARIÑA,"C/ CALVARIO, 14 ",38300,40,0
LA OROTAVA,RESTAURACION,BAR,HILARIO MARTIN GUTIERREZ,LAS CANDIAS ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"PINO, EL","EL  PINO, 58. LA PERDOMA ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,VICTORIA,"EL GUANCHE, 46 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,"RECHAZOS, LOS","C/. LOS RECHAZOS, 102",38300,25,25
LA OROTAVA,RESTAURACION,BAR,JOSEFINA GONZALEZ DIAZ,CAMINO LA LUZ ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,JOSE PEREZ,LA FLORIDA CMNO. ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"CARDIACO, EL","LA MILAGROSA, 5 ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,JOSE ANTONIO BAEZ CABRERA,"TOMAS ZEROLO, 44 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,MARRERO,"BEBEDERO BAJO, 23 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,LATINO,"ALFONSO TRUJILLO (EDIF. TEMAIT III), 10",38300,28,0
LA OROTAVA,RESTAURACION,BAR,AMOR ESCONDIDO,"C/. LOS RECHAZOS, 22 ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,GOMEZ,LA FARIÑA ,38300,44,0
LA OROTAVA,RESTAURACION,BAR,DESEOS,OBISPO BENITEZ DE LUGO (ED. TEMAIT II) ,38000,6,20
LA OROTAVA,RESTAURACION,BAR,TRECE DE MAYO,"CTRA GENERAL LA PERDOMA, 123  ",38300,40,0
LA OROTAVA,RESTAURACION,BAR,REGINA,"RETAMAR, 8 URB. ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,GREGORIO MARTIN,LA ARENA BCO. ,38180,0,0
LA OROTAVA,RESTAURACION,BAR,PATCH LA FLORIDA,"LA FLORIDA, 38 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,A RADIO,"LA PIEDAD, 8",38000,0,0
LA OROTAVA,RESTAURACION,BAR,NAZARIO DIAZ,"LOS HOYOS, 13 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,RINCON DE JADA,"PASEO DOMINGUEZ AFONSO, 43",38300,0,0
LA OROTAVA,RESTAURACION,BAR,KAS' JUANITO,"C/ MIGUEL DE CERVANTES, 6 ESQ. ALFONSO TRUJILLO (EDIF. TEMAIT III, L-6)",38300,25,20
LA OROTAVA,RESTAURACION,BAR,VIDEO IMAGEN,"GENERAL MACHADO, 1 (PZA. 5º CENTENARIO-C.C. SAN AGUSTIN, L-12",38300,0,0
LA OROTAVA,RESTAURACION,BAR,CAN KEBAB,"C/ ALFONSO TRUJILLO, 3 - EDIF. UCANCA, L-16",38300,30,16
LA OROTAVA,RESTAURACION,BAR,"PASAJERO, EL","C/. MIGUEL DE CERVANTES (ED. TEMAIT III, LOCAL 3) ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,FRANCISCO GONZALEZ,LA PERDOMA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,JOSE MANUEL LIMA GONZALEZ,"COLOGAN, 6 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,ESTEBAN HERNANDEZ DELGADO,LA PERDOMA FRENTE A LA PLAZA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"CASTILLOS, LOS","COLOGAN, 10 ",38300,12,0
LA OROTAVA,RESTAURACION,BAR,"TEJAR, EL","EL TEJAR, 11 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,KELLETTS,CUESTA DE LA VILLA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,ANTONIO DIAZ,LA PERDOMA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,CENTRAL,"OBISPO PEREZ CACERES, 6 ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,PICO VIEJO,GENERAL LOS RECHAZOS CTRA.  ,38300,0,0
LA OROTAVA,RESTAURACION,BAR,LIMA,"EL CALVARIO, 54 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,LA QUILLERA,"C/ PROLONG. ARENAS DE SAN PEDRO, 44 - EDIF. LOS GERANIOS (URB EL RETAMAR) ",38300,19,24
LA OROTAVA,RESTAURACION,BAR,CARMELO,BENIJOS ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,SINDO,"CAMINO CHASNA, 70 ",38300,12,0
LA OROTAVA,RESTAURACION,BAR,TEATRO ATLANTE,JUAN PADRON ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,EMILIO,CANDELARIA DEL LOMO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,JUAN ESTRADA,LA PERDOMA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,SAN NICOLAS,SAN NICOLAS ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,JUAN HERNANDEZ ARBELO,BEBEDERO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"PATITO FEO, EL","LA ARBEJA, 116; LA LUZ ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,DELICIAS CAFE,"C/ ALFONSO TRUJILLO, EDF. TEMAIT III, L-34B ",38300,27,16
LA OROTAVA,RESTAURACION,BAR,REMACHE,"SOR SOLEDAD COBIAN, 36 AVDA. ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,FELIX,BARROSO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,HOLLYWOOD,HDA. PERDIDA CRTA. GENERAL LAS CA|ADAS ,38310,0,0
LA OROTAVA,RESTAURACION,BAR,VIÑA DEL FRAILE,URB. VI|A DE LOS FRAILES ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,TOMAS,SAN JUAN ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,EL TENTEMPIE,"AVDA EMILIO LUQUE MORENO, 36 ",38300,38,10
LA OROTAVA,RESTAURACION,BAR,AQUI ESTOY,"LA BICHA, S/N ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,"FLORIDA, LA",LA FLORIDA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"VERA, LA",LA VERA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,DOMINGO,DEL PINO CMNO. ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,EL PASEO,"DOMINGUEZ AFONSO, 70 PASEO ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,PEÑA MADRIDISTA BUITRES TEIDE,"GENERAL LAS CAÑADAS, 48 CTRA. ",38300,50,0
LA OROTAVA,RESTAURACION,BAR,GARCIA VALLADARES,PINO ALTO ,38311,16,0
LA OROTAVA,RESTAURACION,BAR,"ABEJERA, LA",LA ABEJERA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,SUIZO,"GARCIA BELTRAN, 3 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,LOS CAZADORES,"CAMINO DE CHASNA, 362",38300,0,0
LA OROTAVA,RESTAURACION,BAR,REPSOL BARROSO,"HACIENDA PERDIDA, 19 ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,MANUEL MARTIN,"LAS CANDIAS, 7",38300,0,0
LA OROTAVA,RESTAURACION,BAR,SANTIAGO BAEZ,EL PASO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,MAGNOLIA,"SAN JUAN, 88 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,LE'GRELOT (CASCABEL),"DOMINGUEZ ALFONSO, 43",38300,0,0
LA OROTAVA,RESTAURACION,BAR,ASOCIACION DE VECINOS HORIZONTES 2000,"PINOLERIS, S/N. ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,EUSEBIO GARCIA,LA FLORIDA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"VALLE, EL","EL CALVARIO, 4 ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,DEYFE,"ALFONSO TRUJILLO, 1 ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,REGINA,"DOMINGUEZ AFONSO PO., 51 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,"TERNERA ENAMORADA, LA","LEON, 1 (MINICENTRO LA CARRERA) ",38300,20,0
LA OROTAVA,RESTAURACION,BAR,CARMEN DIAZ PEREZ,LA PERDOMA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,ALMEIDA,"CALVARIO, 9 ",38300,12,0
LA OROTAVA,RESTAURACION,BAR,SOMAR,"CALVARIO, 41 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,ANSELMO NUÑEZ PACHECO,BARROSO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,FRANCISCO RODRIGUEZ,LA PERDOMA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,BARBUZANO,"GUANCHE, 90 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,DEL VALLE,"GENERAL LAS CAÑADAS, 15 CTRA. ",38300,0,0
LA OROTAVA,RESTAURACION,BAR,MARIA DEL CARMEN,"DEHESA ALTA, 24 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,ISIDORO,CRUZ DE LA CEBOLLA ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"CEDRO, EL","C/. EL SAUCE, 49",38300,0,0
LA OROTAVA,RESTAURACION,BAR,NICASIO,"CRUZ DE TEA, 93 ",38300,35,20
LA OROTAVA,RESTAURACION,BAR,"PLAYITA, LA",SITO CARAVEO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,ANGEL MARTIN,LA LUZ ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"GUAGUAS, LAS",SAN JUAN BOSCO ,38300,12,0
LA OROTAVA,RESTAURACION,BAR,"BICHA, LA","LA BICHA, 20 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,BILLARES OROTAVA,"ALFONSO TRUJILLO (EDIF. TEMAIT III),L-22",38300,15,0
LA OROTAVA,RESTAURACION,BAR,EUGENIO GONZALEZ,CAÑEÑO CMNO. ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,BENIJO,BENIJO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,JUANITA,"GENERAL LA VERA, 11 CTRA. ",38300,40,0
LA OROTAVA,RESTAURACION,BAR,"BOCADILLO, EL","ALFONSO TRUJILLO ROVEZ, S/N. (EDIF. TEMAIT, L-6)",38300,10,0
LA OROTAVA,RESTAURACION,BAR,ALFREDO GONZALEZ,"DE POLO, 34 CMNO. ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,DEYFE,"C/ JUAN BOSCO, 2 - EDF. TEMAIT I, L-1 ",38300,30,40
LA OROTAVA,RESTAURACION,BAR,JOSE DIAZ,DE POLO CMNO. ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"CAMPANA, LA","LA HACIENDA PERDIDA, 15 ",38420,0,0
LA OROTAVA,RESTAURACION,BAR,"ARRIERO, EL","AGUAMANSA, 49 ",38000,20,0
LA OROTAVA,RESTAURACION,BAR,TAJINASTE,"TOMAS PEREZ, 14 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,AVENIDA,"JOSE ANTONIO, 30 AVDA. ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,ESTANISLAO,"TIO LUIS, 2 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,ISIDORO YANES,"PINOLERIS, 76 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,"PALMERA, LA","LA PALMA, 2 ",38300,50,0
LA OROTAVA,RESTAURACION,BAR,ANTONIO,"NUEVA, 4 - LA VERA ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,EPIFANIO HERNANDEZ,RISCO CAIDO ,38000,0,0
LA OROTAVA,RESTAURACION,BAR,"PARRA, LA","LA MANTECA, 4 ",38000,0,0
LA OROTAVA,RESTAURACION,BAR,MANUEL ROMERO,"LOS TUNEZ, 76 ",38000,0,0
