municipio,modalidad,tipo,nombre,direccion,codigo_postal,categoria,unidades_alojativas,plazas_alojativas
GUIA DE ISORA,HOTELERA,HOTEL,SHOLEO LODGES LOS GIGANTES,"AVDA. LA GAVIOTA (URB. VARADERO), 3",38686,3 ESTRELLAS,139,286
GUIA DE ISORA,HOTELERA,HOTEL,"NIEVES, LAS","EL CAMPO, 18",38680,1 ESTRELLA,21,36
GUIA DE ISORA,HOTELERA,HOTEL,ALLEGRO ISORA,"AVDA. LA GAVIOTA, 1",38687,4 ESTRELLAS,312,624
GUIA DE ISORA,HOTELERA,HOTEL,GRAN MELIA PALACIO DE ISORA,"AVDA. LOS OCEANOS (PLAN PARCIAL LA JAQUITA), 1",38686,5 ESTRELLAS LUJO,609,1218
GUIA DE ISORA,HOTELERA,HOTEL,RITZ CARLTON ABAMA,CTRA. GENERAL TF-47  KM.9 (CLUB DE CAMPO ABAMA),38687,5 ESTRELLAS GRAN LUJO PROVISIONAL,479,962
GUIA DE ISORA,HOTELERA,HOTEL RURAL,FINCA EL NAVIO,"PROLONGACIÓN AVDA. LOS PESCADORES, S/N",38686,2 PALMERAS,8,15
GUIA DE ISORA,HOTELERA,HOTEL URBANO,"VISTA, LA","C/. EL CULANTRILLO, 13",38000,2 ESTRELLAS PROVISIONAL,3,6
GUIA DE ISORA,HOTELERA,PENSION,ALCALA,"C/. MARRUECOS, 2",38686,1 ESTRELLA,22,31
GUIA DE ISORA,HOTELERA,PENSION,PALMERO,"ISLA BONITA, 11",38008,1 ESTRELLA,8,14
GÜIMAR,EXTRAHOTELERA,CASA EMBLEMATICA,LA GUAZADERA,"C/ GUAZA, 55",38500,,0,0
GÜIMAR,EXTRAHOTELERA,CASA RURAL,PIEDRA VIVA,"AVDA. BAYON, 62",38500,EXCLUSIVO,1,4
GÜIMAR,EXTRAHOTELERA,CASA RURAL,CASA LA HOYITA,"C/ CALLEJON, 3 (BARRIO DE LA HOYA)",38500,EXCLUSIVO,1,3
GÜIMAR,EXTRAHOTELERA,CASA RURAL,VILLA CUBAS,"LOMO DE MONTIJO, 37",38591,COMPARTIDO OTROS USUARIOS,2,4
GÜIMAR,EXTRAHOTELERA,CASA RURAL,"PASEO, EL","C/ SAN JUAN, 100",38500,EXCLUSIVO,2,4
GÜIMAR,EXTRAHOTELERA,CASA RURAL,EL RIEGO,"CAMINO DE LAS COLORADAS, 29",38500,COMPARTIDO PROPIETARIO,0,0
GÜIMAR,HOTELERA,HOTEL EMBLEMATICO,BUEN RETIRO,"C/ CHACAICA, 9",38500,CATEGORIA UNICA,4,8
GÜIMAR,HOTELERA,HOTEL RURAL,FINCA SALAMANCA,"CTRA. GUIMAR - EL PUERTITO, 2, KM.1,5",38500,2 PALMERAS,20,39
GÜIMAR,HOTELERA,HOTEL RURAL,VILLA ARIADNA,"C/. LOMO EL FUEGO SUBIDA LA CORUJA, 90",38500,1 PALMERA,6,11
GÜIMAR,HOTELERA,HOTEL RURAL,LA RAYA 1866,"C/ LA RAYA, 25 (BARRIO DE LA HOYA)",38500,2 PALMERAS,6,15
GÜIMAR,HOTELERA,HOTEL RURAL,CASONA SANTO DOMINGO,"C/ SANTO DOMINGO, 32",38550,CATEGORIA UNICA PROVISIONAL,7,16
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA EMBLEMATICA,LA CASITA,"C/ ATENERI, 17",38430,CATEGORIA UNICA,1,2
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA EMBLEMATICA,SIN DENOMINACION,"C/ SAN AGUSTIN, 94",38430,,4,7
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA EMBLEMATICA,CASA DEL PLATANO,"C/ HERCULES, 4",38430,CATEGORIA UNICA PROVISIONAL,5,10
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,FINCA LOS CIRUELOS,"CMNO. LA DESEADA, 6 (LOMO ACEVEDO)",38438,CONJUNTO INMUEBLES,4,10
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,"PINOS, LOS","CMNO. LOS PINOS (LAS LAJITAS), 47",38430,EXCLUSIVO,3,6
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,CASA TASANA,"CAMINO TAZANA, 40",38430,CATEGORIA UNICA,1,2
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,CASA MONTIEL,"CMNO. MONTIEL, 18 A - LAS VISTAS (APARTADO DE CORREOS, 29)",38430,EXCLUSIVO,1,2
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,"JUNCOS, LOS","CMNO. TAMUNANTE, 45",38430,EXCLUSIVO,3,6
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,FINCA VISTA DEL TEIDE,"CMNO LA FAYA, 19  (ANTES C/ LA DESEADA)",38430,COMPARTIDO OTROS USUARIOS,3,8
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,CASA MONTIEL,"CASERIO MONTIEL, 24",38430,CATEGORIA UNICA,2,4
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,"CASONA DE ACEVEDO, LA","CAMINO MARENGO, S/N (FINCA ACEVEDO)",38000,COMPARTIDO OTROS USUARIOS,5,10
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,"BREVERITAS, LAS","CMNO. LAS BREVERITAS, S/N",38438,COMPARTIDO OTROS USUARIOS,3,6
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,CASA ROSALIA,"C/ EL SANGUIÑAL, 4 (LLANITO PERERA)",38430,EXCLUSIVO,2,4
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,GAÑANIA DE ACEVEDO,"FINCA ACEVEDO, S/N.",38430,EXCLUSIVO,1,3
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,LOS CHARCOS,"CMNO. LOS CHARCOS, 1 - BARRIO LAS CANALES",38430,CATEGORIA UNICA,6,10
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,FURNIA DEL BEBEDERO,CMNO. DEL BEBEDERO (BARRIO DE SAN ANTONIO),38430,EXCLUSIVO,1,5
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,VILLA DE MENSA,"CAMINO LA MANCA, 32 (CAMINO LAS VISTAS, 42)",38430,,0,0
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,CASA TAJARASTE,"CMNO. LOMO ACEVEDO, 10. (LA PATITA)",38430,EXCLUSIVO,2,5
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,EL LANCE,"CMNO. EL LANCE, 119",38438,CATEGORIA UNICA,2,3
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,"PATIO II, EL",FINCA MALPAIS (MALPAIS),38430,COMPARTIDO OTROS USUARIOS,8,15
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,CASA LAS TENERIAS,"C/ LAS TENERIAS, 2",,CATEGORIA UNICA PROVISIONAL,0,0
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,"UCHAN, CASA","CASERIO MARENGO, 16",38430,EXCLUSIVO,2,4
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,PIEDRA REDONDA,"CAMINO EL ASERRADERO, 23",38430,EXCLUSIVO,3,6
ICOD DE LOS VINOS,EXTRAHOTELERA,CASA RURAL,"MIRADERO, EL","MIRADERO, 8",38430,EXCLUSIVO,2,5
ICOD DE LOS VINOS,HOTELERA,HOTEL EMBLEMATICO,SAN AGUSTIN,"C/. SAN AGUSTIN, 18",38430,CATEGORIA UNICA,8,16
ICOD DE LOS VINOS,HOTELERA,HOTEL EMBLEMATICO,SAN MARCOS,"C/ HERCULES, 11",38430,CATEGORIA UNICA,6,12
ICOD DE LOS VINOS,HOTELERA,HOTEL URBANO,DRAGO DE SAN ANTONIO,"C/. LA ROSA (SAN ANTONIO), 10",38430,3 ESTRELLAS,3,8
LA GUANCHA,EXTRAHOTELERA,CASA RURAL,CASA PACHELE,"C/ CENTINELA, 11",38440,EXCLUSIVO,2,4
LA LAGUNA,EXTRAHOTELERA,APARTAMENTO,BELLAMAR,AVDA. RAFAEL GONZALEZ VERNETTA,38250,1 LLAVE,41,197
LA LAGUNA,EXTRAHOTELERA,CASA EMBLEMATICA,NAVA SUITES,"C/ NAVA Y GRIMON, 3",38201,CATEGORIA UNICA,10,22
LA LAGUNA,EXTRAHOTELERA,CASA EMBLEMATICA,EL OMBU DEL AGUA,"C/ NAVA Y GRIMON, 39",38201,,0,0
LA LAGUNA,EXTRAHOTELERA,CASA EMBLEMATICA,CASA MARIANAO,"AVENIDA SAN DIEGO, 6",38201,,0,0
LA LAGUNA,EXTRAHOTELERA,CASA EMBLEMATICA,MC SAN AGUSTIN,"C/ VIANA, 34 (/ESQ. C/ SAN AGUSTIN)",38201,CATEGORIA UNICA,4,16
LA LAGUNA,EXTRAHOTELERA,CASA EMBLEMATICA,JARDINES DE HORTENSIA,"PASEO DE LAS ACACIAS, 21",38330,,0,0
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,CASERIO EL BOQUERON,"CMNO EL BOQUERON, 6",38270,CATEGORIA UNICA,1,12
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,CASA DE MONTEMAYOR,"CAMINO DE MOYA, S/N (EL BOQUERÓN)",38270,COMPARTIDO PROPIETARIO,2,5
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,FINCA PARAISO,"CMNO. PARAISO, S/N.",38270,COMPARTIDO OTROS USUARIOS,2,6
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,"ASOMADA DEL GATO, LA","C/. ANCHIETA, 45",38201,COMPARTIDO OTROS USUARIOS,1,8
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,CASA VIEJA,"C/. SANTA ROSA DE LIMA, 64",38330,COMPARTIDO OTROS USUARIOS,3,5
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,"PICACHO, EL","CMNO. DE LOS MOHOS, 8 (PICO BERMEJO)",38260,COMPARTIDO OTROS USUARIOS,5,10
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,"PERCUNA, LA","CTRA. GENERAL PUNTA HIDALGO, 256 (FINCA LA PORCUNA)",38240,EXCLUSIVO,4,8
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,"LAGAR, EL","CMNO. GARIMBA (ESQ. ATALAYA), 2",38297,COMPARTIDO OTROS USUARIOS,3,6
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,LAS KENTIAS,"CMNO EL BOQUERON, 4",38201,CATEGORIA UNICA,4,12
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,CASA DEL CURA,"CAMINO SAN FRANCISCO, S/N",38270,,0,0
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,AGROTURISMO ANAGA,"CAMINO DE LAS MERCEDES, 260",38293,CATEGORIA UNICA,1,5
LA LAGUNA,EXTRAHOTELERA,CASA RURAL,CASA SAN MIGUEL,"CAMINO EL BOQUERON, 7",38270,CATEGORIA UNICA,2,5
LA LAGUNA,HOTELERA,HOTEL,NEPTUNO,"CTRA. GENERAL BAJAMAR-PUNTA HIDALGO, 163",38200,3 ESTRELLAS,104,197
LA LAGUNA,HOTELERA,HOTEL,OCEANO HOTEL HEALTH SPA TENERIFE,"C/. OCEANO PACIFICO, 1",38240,4 ESTRELLAS,96,195
LA LAGUNA,HOTELERA,HOTEL,AGUERE,"C/ OBISPO REY REDONDO, 55",38201,1 ESTRELLA,31,47
LA LAGUNA,HOTELERA,HOTEL,DELFIN BAJAMAR,"AVDA. DEL SOL, 39",38250,3 ESTRELLAS,69,125
LA LAGUNA,HOTELERA,HOTEL EMBLEMATICO,LA CASA DE LA CAMELIA,"C/ ALCALDE ALONSO SUAREZ MELIAN, 32, ESQUINA C/ ASCANIO Y NIEVES, 2",38201,CATEGORIA UNICA,5,10
LA LAGUNA,HOTELERA,HOTEL EMBLEMATICO,SIN DENOMINACION,"C/ SAN AGUSTIN, 34",38201,,0,0
LA LAGUNA,HOTELERA,HOTEL EMBLEMATICO,HERRADORES 104,"C/ HERRADORES, 104",38201,,0,0
LA LAGUNA,HOTELERA,HOTEL RURAL,COSTA MAGICA SUITES & SPA,"CMNO. LA COSTA, S/N. (FINCA OASIS)",38270,2 PALMERAS,12,22
LA LAGUNA,HOTELERA,HOTEL URBANO,SAN DIEGO,"AVDA. SAN DIEGO, 40",38201,2 ESTRELLAS,7,14
LA LAGUNA,HOTELERA,HOTEL URBANO,LAGUNA NIVARIA,"PZA. DEL ADELANTADO, 11",38201,4 ESTRELLAS,80,171
LA LAGUNA,HOTELERA,HOTEL URBANO,LA LAGUNA GRAN HOTEL,C/. NAVA Y GRIMON ESQ. C/. SAN ROQUE,38201,4 ESTRELLAS,123,246
LA LAGUNA,HOTELERA,PENSION,MEDINA,"EDUARDO ROO, 68",38320,2 ESTRELLAS,20,32
LA LAGUNA,HOTELERA,PENSION,BERLIN,"MARCELINO PERDOMO REYES, 1, EL COROMOTO",38206,1 ESTRELLA,20,25
LA LAGUNA,HOTELERA,PENSION,"ANGELES, LOS","C/. JUAN DE VERA, 37",38200,1 ESTRELLA,14,15
LA LAGUNA,HOTELERA,PENSION,VELAZQUEZ,"C/. LOS ESCUDOS, 8",38108,1 ESTRELLA,12,14
LA LAGUNA,HOTELERA,PENSION,PADRON,"C/. NUÑEZ DE LA PEÑA, 29",38202,1 ESTRELLA,20,37
LA LAGUNA,HOTELERA,PENSION,CERVANTES,"RODRIGUEZ OLIVA, 5",38200,1 ESTRELLA,13,26
LA LAGUNA,EXTRAHOTELERA,VIVIENDA TURISTICA,"MANCHADA, LA","CMNO. GARIMBA (ESQ. ATALAYA), 2",38000,SIN DATO,2,6
LA MATANZA DE ACENTEJO,EXTRAHOTELERA,CASA RURAL,HOSPITAL VIEJO U HOSPICIO,"CTRA. GENERAL DEL NORTE, 176",38370,COMPARTIDO PROPIETARIO,4,8
LA MATANZA DE ACENTEJO,EXTRAHOTELERA,CASA RURAL,MADRESELVA,"C/ MONTAÑEZ, 22",38370,EXCLUSIVO,2,6
LA MATANZA DE ACENTEJO,EXTRAHOTELERA,CASA RURAL,DOÑA HERMINDA,"C/ LA RESBALA, 112 - JUNTO A LA BALSA SAN ANTONIO (POLIGONO 11, PARCELA 9006)",38370,CATEGORIA UNICA,1,2
LA MATANZA DE ACENTEJO,EXTRAHOTELERA,CASA RURAL,SUERTELUNA,"CAMINO NUEVO, 75",38370,EXCLUSIVO,3,6
LA MATANZA DE ACENTEJO,EXTRAHOTELERA,CASA RURAL,TIA BLASINA,"C/ REAL OROTAVA, 2 (FINCA TIA BLASINA)",38370,EXCLUSIVO,2,4
LA OROTAVA,EXTRAHOTELERA,APARTAMENTO,FINCA EL RINCON,"CMNO. ANCON, 37",38314,1 LLAVE,8,30
LA OROTAVA,EXTRAHOTELERA,CASA EMBLEMATICA,SUITES DE FRANCHY,"C/ VIERA, 30",38300,CATEGORIA UNICA,6,14
LA OROTAVA,EXTRAHOTELERA,CASA RURAL,LOS RECHAZOS,"CMNO LOS RECHAZOS, 88",,CATEGORIA UNICA,1,2
LA OROTAVA,EXTRAHOTELERA,CASA RURAL,LA HONDURA,FINCA LA HONDURA -LOMO CHO PATRICIO- FLORIDA ALTA,38300,CATEGORIA UNICA,3,4
LA OROTAVA,EXTRAHOTELERA,CASA RURAL,"BORUGUITA, LA","C/ EL PASO, 63",38300,EXCLUSIVO,2,5
LA OROTAVA,EXTRAHOTELERA,CASA RURAL,VILLA CAYA,"CMNO. DE LA CANDELARIA, 2 - 4",38300,COMPARTIDO OTROS USUARIOS,4,8
LA OROTAVA,EXTRAHOTELERA,CASA RURAL,LA PALOMA,"C/ SALAZAR, 23",38300,CATEGORIA UNICA,1,3
LA OROTAVA,EXTRAHOTELERA,CASA RURAL,FINCA EL DRAGO,"VIA DE SERVICIO DE EL DRAGO - LOS PERALES, EL RAMAL, 2",38300,CATEGORIA UNICA,1,29
LA OROTAVA,EXTRAHOTELERA,CASA RURAL,"CASITA DEL BARRANCO, LA","EL RINCÓN, 84",38300,COMPARTIDO PROPIETARIO,1,5
LA OROTAVA,EXTRAHOTELERA,CASA RURAL,LA HACIENDA GRANDE,"C/ HACIENDA GRANDE, 5",38314,,0,0
LA OROTAVA,EXTRAHOTELERA,CASA RURAL,FINCA EL PASO,"CMNO. CHASNA, 8",38300,COMPARTIDO OTROS USUARIOS,4,10
LA OROTAVA,HOTELERA,HOTEL,ALHAMBRA,"C/. NICANDRO GONZALEZ BORGES, 19",38300,2 ESTRELLAS,5,10
LA OROTAVA,HOTELERA,HOTEL,PARADOR DE TURISMO LAS CAÑADAS DEL TEIDE,"LAS CAÑADAS DEL TEIDE, S/N.",38300,3 ESTRELLAS,37,74
LA OROTAVA,HOTELERA,HOTEL EMBLEMATICO,OROTAVA,"C/ CARRERA ESCULTOR ESTEVEZ, 17",38300,CATEGORIA UNICA,6,14
LA OROTAVA,HOTELERA,HOTEL RURAL,VICTORIA,"HERMANO APOLINAR, 8",38300,2 PALMERAS,14,28
LA OROTAVA,HOTELERA,PENSION,SILENE,"TOMAS ZEROLO, 9",38300,2 ESTRELLAS,3,5
LA OROTAVA,HOTELERA,PENSION,CASA NATI,"C/. BORUGA, 20",38300,1 ESTRELLA,4,8
LA OROTAVA,EXTRAHOTELERA,VIVIENDA TURISTICA,FINCA LOS PERALES,"GENERAL DEL NORTE, 1 CTRA. (EL RAMAL)",38300,SIN DATO,2,4
LA VICTORIA DE ACENTEJO,EXTRAHOTELERA,CASA RURAL,"HELIOTROPOS, LOS","C/ LA RESBALA, 21",38380,COMPARTIDO OTROS USUARIOS,4,12
LOS REALEJOS,EXTRAHOTELERA,APARTAMENTO,PLAYA DE LOS ROQUES,"CAÑAVERAS, S/N URB. ROMANTICA II",38410,3 LLAVES,69,178
LOS REALEJOS,EXTRAHOTELERA,APARTAMENTO,ROUTE ACTIVE,"C/. LA LONGUERA, 112",38417,1 LLAVE,80,160
LOS REALEJOS,EXTRAHOTELERA,CASA EMBLEMATICA,LOS HELECHOS,"C/ LOS MOLINOS, 1",38412,CATEGORIA UNICA,3,9
LOS REALEJOS,EXTRAHOTELERA,CASA EMBLEMATICA,CASA LA BARQUERA,"C/ SAN VICENTE, 65",38416,CATEGORIA UNICA,4,8
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,"TANQUERA, LA","CMNO. LA TANQUERA, 24",38410,COMPARTIDO OTROS USUARIOS,5,11
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,"ROSAS, LAS","CMNO. LA TANQUERA, 7",38410,COMPARTIDO OTROS USUARIOS,4,12
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,CASAS GORDEJUELA,"CAMINO DE LA RAMBLA DE CASTRO, S/N - LA GORDEJUELA . PLAYA FAJANA",38410,CATEGORIA UNICA,3,6
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,LA GAÑANIA,"C/ LOS AFLIJIDOS, 4",38419,EXCLUSIVO,3,6
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,"TOPES, LOS","CAMINO ATRAVESADO, 15",38410,COMPARTIDO OTROS USUARIOS,4,10
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,FINCA EL QUINTO,"CASERIO LOS QUINTOS, 37.",38410,CATEGORIA UNICA,14,26
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,PEDRO PIÑERO GASPAR,"CALLE MILANA, 3",38410,CATEGORIA UNICA PROVISIONAL,4,4
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,"RAMBLA DE LOS CABALLOS, LA",FINCA SAN ANTONIO (PARAJE LA QUINTA),38410,EXCLUSIVO,2,4
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,FINCA ZAMORA,"RESIDENCIA ZAMORA, LA VERA",38419,CATEGORIA UNICA,1,2
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,HACIENDA EL TERRERO,"CTRA GENERAL TF-5, KM 43-44",38410,CATEGORIA UNICA,12,26
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,"PATIO DE TITA, EL","C/. JARDIN, 13",38410,COMPARTIDO OTROS USUARIOS,5,13
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,"LLANADAS, LAS ","C/ CHANAJIGA, 108",38410,CONJUNTO INMUEBLES,5,10
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,LAS MARESIAS,CAMINO LOS QUINTOS S/N,38416,,0,0
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,"TORRE, LA","FINCA LA TORRE, (EL SOCORRO)",38410,CONJUNTO INMUEBLES,3,10
LOS REALEJOS,EXTRAHOTELERA,CASA RURAL,JARDINES DE MILANO,"C/ LA HIGUERITA, 21",38419,COMPARTIDO OTROS USUARIOS,8,15
LOS REALEJOS,HOTELERA,HOTEL,VILLA MONTEMAR,"EL PARQUE, 6",38410,3 ESTRELLAS,6,12
LOS REALEJOS,HOTELERA,HOTEL,PANORAMICA GARDEN,"LA LONGUERA, S/N",38418,3 ESTRELLAS,242,484
LOS REALEJOS,HOTELERA,HOTEL,TIERRA DE ORO,"TIERRA DE ORO, S/N. URB.",38410,4 ESTRELLAS,50,99
LOS REALEJOS,HOTELERA,HOTEL,PRECISE RESORT PUERTO DE LA CRUZ TENERIFE,"CAMINO EL BURGADO, S/N.",38008,4 ESTRELLAS,237,476
LOS REALEJOS,HOTELERA,HOTEL APARTAMENTO,PRECISE RESORT PUERTO DE LA CRUZ TENERIFE,"CAMINO EL BURGAO, S/N.",38410,4 ESTRELLAS,142,284
LOS REALEJOS,HOTELERA,HOTEL RURAL,"CAÑAS, LAS","C/. DEL MEDIO ARRIBA, 21, 40",38410,2 PALMERAS,7,12
LOS REALEJOS,HOTELERA,HOTEL RURAL,BENTOR,"C/ GUILLERMO CAMACHO Y PEREZ GALDÓS, 6",38410,1 PALMERA,19,38
LOS REALEJOS,HOTELERA,HOTEL RURAL,CASABLANCA,"C/ REAL, 146",38410,2 PALMERAS,20,40
LOS SILOS,EXTRAHOTELERA,CASA EMBLEMATICA,MARUCA Y LELI,"C/ LA ESTRELLA, 12",38470,CATEGORIA UNICA,2,4
LOS SILOS,EXTRAHOTELERA,CASA RURAL,MONTE DEL AGUA,"C/. LOMO CORTO, 3",38470,COMPARTIDO OTROS USUARIOS,4,11
LOS SILOS,EXTRAHOTELERA,CASA RURAL," CRUZADA, LA","LA CRUZADA, 6",38470,CATEGORIA UNICA,1,10
LOS SILOS,HOTELERA,HOTEL,LUZ DEL MAR,"AVDA. SIBORA, 10",38000,4 ESTRELLAS,49,98
LOS SILOS,HOTELERA,HOTEL RURAL,FINCA LA HACIENDA,"C/. NUESTRA SRA. DE LOURDES, 2",38479,1 PALMERA,9,24
LOS SILOS,EXTRAHOTELERA,VIVIENDA TURISTICA,CASA AMARILLA,LA CALETA DE INTERIAN,38470,CATEGORIA UNICA,4,10
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,CLUB AMBASSADOR-PARQUE FARRAIS,"C/. GRANADOS (URB. EL DURAZNO), 18",38400,4 ESTRELLAS,40,87
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,TEIDE MAR,"C/. ACEVIÑOS (LA PAZ), 6",,3 LLAVES,166,332
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,TIGAIGA SUITES,"C/. CAMINO DEL COCHE, 7",38400,3 ESTRELLAS,34,103
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,"DRAGOS, LOS","AVDA 8 DE MARZO (URB. PARQUE LAS FLORES)  - CAMINO SAN ANTONIO, 4",38400,3 LLAVES,24,93
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,TENEGUIA,"AVDA. MELCHOR LUZ - LOCAL 5, 2",38400,3 LLAVES,177,354
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,GF NOELIA,"AVDA. HNOS. FERNANDEZ PERDIGON, 9",38400,3 ESTRELLAS,106,212
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,MOLINO BLANCO,"C/. ALMACIGO, 2",38400,3 LLAVES,64,128
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,BAMBI,"C/. ENRIQUE TALG, 15",38400,1 LLAVE,41,82
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,SKY VIEW,"AVDA. HNOS.FDEZ.PERDIGON (URB. SAN FELIPE), 8",38400,3 ESTRELLAS,122,244
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,BE SMART FLORIDA,"C/. CALAFATE (POLIG. SAN FELIPE), 3",38400,2 LLAVES,48,96
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,CANAIMA,"AGUSTIN ESPINOSA, 15",38400,2 LLAVES,14,42
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,"PRINCIPADO, EL","AVDA. MELCHOR LUZ, 3",38400,2 LLAVES,59,118
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,PEZ AZUL,"C/. RECTOR BENITO RODRIGUEZ RIOS, 1",38400,4 ESTRELLAS PROVISIONAL,135,270
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,"CARABELA II, LA","C/. RICHARD J. YEOWARD, 1",38400,4 ESTRELLAS PROVISIONAL,31,65
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,CHINYERO,"CTRA. EL BOTANICO, 35",38400,2 LLAVES,28,59
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,MASARU,"C/. LOS ROBLES (LA PAZ), 2",38400,3 LLAVES,0,0
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,ALUA TENERIFE,"C/. ANTONIO RUIZ ALVAREZ (URB. TUQUESA PLAYA), 7",38400,1 LLAVE,50,100
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,PARK PLAZA,"C/. JOSE DE ARROYO, 2",,2 LLAVES,49,98
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,BE SMART FLORIDA PLAZA,"C/. PUERTO VIEJO, 30",38400,3 LLAVES,132,276
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,PARQUE ATLANTA,"C/. GRAN CANARIA, 2 (URB. GUACIMARA)",38400,3 LLAVES,46,134
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,CASABLANCA,"C/. CALZADA DE MARTIANEZ (URB. EL TOPE), 4",38400,3 LLAVES,287,854
PUERTO DE LA CRUZ,EXTRAHOTELERA,APARTAMENTO,"CARABELA, LA","C/. RICHARD J. YEOWARD, 1",38400,4 ESTRELLAS PROVISIONAL,45,90
PUERTO DE LA CRUZ,EXTRAHOTELERA,CASA EMBLEMATICA,CASONA CHARCO,"C/ DOCTOR INGRAM, 7, ESQ. C/ NIEVES RAVELO 1",38400,,0,0
PUERTO DE LA CRUZ,EXTRAHOTELERA,CASA RURAL,HACIENDA LOS OROVALES,CAMINO EL LAZO,38400,CATEGORIA UNICA,0,0
PUERTO DE LA CRUZ,HOTELERA,HOTEL,BAHIA PRINCIPE SAN FELIPE,"AVDA. CRISTOBAL COLON, 22",38400,4 ESTRELLAS,293,633
PUERTO DE LA CRUZ,HOTELERA,HOTEL,BE LIVE TENERIFE,"AVDA. BLAS PEREZ GONZALEZ, 11",38400,4 ESTRELLAS,318,604
PUERTO DE LA CRUZ,HOTELERA,HOTEL,PARQUE SAN ANTONIO,"CTRA. GENERAL DE LAS ARENAS, S/N.",38400,5 ESTRELLAS PROVISIONAL,210,384
