municipio,nombre,grupo
San Bartolome De Tirajana,Club Tiggers,Bar-Cafeteria
Vega San Mateo,Cantina Trinitá,Bar-Cafeteria
Santa Lucia De Tirajana,Gianduja,Bar-Cafeteria
San Bartolome De Tirajana,Dom Perignon Night Club Bar,Bar-Cafeteria
San Bartolome De Tirajana,Oasis,Bar-Cafeteria
Las Palmas De Gran Canaria,Antojo 5,Bar-Cafeteria
Telde,"World Karting Center, S.L.",Bar-Cafeteria
Las Palmas De Gran Canaria,Vip'Pers,Bar-Cafeteria
Las Palmas De Gran Canaria,"Pausa Del Cafe, La",Bar-Cafeteria
Las Palmas De Gran Canaria,"Andaluza Low Cost, La",Bar-Cafeteria
San Bartolome De Tirajana,Baruth,Bar-Cafeteria
Las Palmas De Gran Canaria,"Pata Caliente, La",Bar-Cafeteria
Mogan,Durty Nelly'S Irish Pub,Bar-Cafeteria
San Bartolome De Tirajana,"Tabaibales, Los",Bar-Cafeteria
Santa Brigida,El Casco,Bar-Cafeteria
Las Palmas De Gran Canaria,Encurtidos Anteqvera,Bar-Cafeteria
Las Palmas De Gran Canaria,Autoservicio Superstar,Bar-Cafeteria
Las Palmas De Gran Canaria,Hermanos Lantigua E Hijos,Bar-Cafeteria
Galdar,Huertas Del Rey,Bar-Cafeteria
Mogan,La Terracita,Bar-Cafeteria
Telde,Pan Y Bizcocho Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Ds Cocktail Pub,Bar-Cafeteria
Mogan,Minigolf Las Caracolas,Bar-Cafeteria
San Bartolome De Tirajana,Veri Sapori Vista Golf,Bar-Cafeteria
Santa Brigida,El Rincón Encantado,Bar-Cafeteria
Telde,Tasca Valsebake,Bar-Cafeteria
Valsequillo De Gran Canaria,Adk Valsequillo,Bar-Cafeteria
Las Palmas De Gran Canaria,"Jamonería De La Quinta, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Sala Coravi,Bar-Cafeteria
Santa Lucia De Tirajana,"Deliciosa, La",Bar-Cafeteria
Las Palmas De Gran Canaria,El Detalle,Bar-Cafeteria
Santa Brigida,"Lentiscos, Los",Bar-Cafeteria
Santa Lucia De Tirajana,"Terraza, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Bodeguita De La Pepa,Bar-Cafeteria
Las Palmas De Gran Canaria,Cuatrocientos Diez,Bar-Cafeteria
Santa Lucia De Tirajana,Churros Y Papas Las Hermanas,Bar-Cafeteria
San Bartolome De Tirajana,Slice,Bar-Cafeteria
Telde,La Tasca Chica,Bar-Cafeteria
Mogan,Pizzeria Pizzicato,Bar-Cafeteria
Valsequillo De Gran Canaria,Ca' Guillermo,Bar-Cafeteria
Las Palmas De Gran Canaria,Salinetas Hot Dog,Bar-Cafeteria
Las Palmas De Gran Canaria,Swinger Club Privée,Bar-Cafeteria
Telde,Churrería Nauzet,Bar-Cafeteria
Telde,Que Bien,Bar-Cafeteria
Las Palmas De Gran Canaria,Grand Cafe,Bar-Cafeteria
Telde,"Morenito, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Mi Barrio,Bar-Cafeteria
Las Palmas De Gran Canaria,Bp San Lorenzo,Bar-Cafeteria
Las Palmas De Gran Canaria,El Rincón De Nayeli,Bar-Cafeteria
Telde,Viva Café,Bar-Cafeteria
Las Palmas De Gran Canaria,"Lugar, Un",Bar-Cafeteria
Telde,Casa Abrante,Bar-Cafeteria
Las Palmas De Gran Canaria,Que Leche,Bar-Cafeteria
Galdar,Chocolat Fraisier,Bar-Cafeteria
Santa Lucia De Tirajana,"Caldera, La",Bar-Cafeteria
San Bartolome De Tirajana,La Cantina 37,Bar-Cafeteria
Aguimes,Sport Bar Arinaga,Bar-Cafeteria
Las Palmas De Gran Canaria,"Arepaso Grill, El",Bar-Cafeteria
Las Palmas De Gran Canaria,El Mirador De Guiniguada,Bar-Cafeteria
Las Palmas De Gran Canaria,"Rancho Auténtico Sabor Mex, El",Bar-Cafeteria
Las Palmas De Gran Canaria,La Emperatriz Brunch,Bar-Cafeteria
Mogan,Suunset,Bar-Cafeteria
Las Palmas De Gran Canaria,"Desayuno, El",Bar-Cafeteria
Santa Brigida,Picoteo Cafe El Despacho,Bar-Cafeteria
Mogan,"Marino, El",Bar-Cafeteria
Las Palmas De Gran Canaria,La Taberna Del Rocio,Bar-Cafeteria
Las Palmas De Gran Canaria,Dubai Tetería Shisha Club,Bar-Cafeteria
Tejeda,Roque Nublo,Bar-Cafeteria
Santa Brigida,Galeon,Bar-Cafeteria
Telde,Terraza Cafeteria Ficus,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,"Dulcería, Heladería, Crepería Sweet Aurora",Bar-Cafeteria
Las Palmas De Gran Canaria,"Patineta, La",Bar-Cafeteria
Vega San Mateo,Pizzería Lo Nuestro,Bar-Cafeteria
Las Palmas De Gran Canaria,Punto De Consumo Hipermercado Carrefour La Ballena,Bar-Cafeteria
Las Palmas De Gran Canaria,Punto De Consumo Hipermercado Carrefour Las Arenas,Bar-Cafeteria
Santa Lucia De Tirajana,Punto De Consumo Hipermercado Carrefour Vecindario,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,"Quesera, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Open Gastrobar Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Pollo Frito Chn Ii,Bar-Cafeteria
Las Palmas De Gran Canaria,Mr. Kale,Bar-Cafeteria
Las Palmas De Gran Canaria,Lisbel,Bar-Cafeteria
Las Palmas De Gran Canaria,"Pata Caliente, La",Bar-Cafeteria
Santa Lucia De Tirajana,Azuca 57,Bar-Cafeteria
Las Palmas De Gran Canaria,Asian Point,Bar-Cafeteria
Las Palmas De Gran Canaria,Cuba 58,Bar-Cafeteria
Las Palmas De Gran Canaria,Café Regina,Bar-Cafeteria
Telde,La Paradita,Bar-Cafeteria
Mogan,Bifrost,Bar-Cafeteria
Las Palmas De Gran Canaria,Sushispot El Corte Inglés,Bar-Cafeteria
Las Palmas De Gran Canaria,New Machín,Bar-Cafeteria
Galdar,"Rincón De La Bohemia, El",Bar-Cafeteria
Galdar,La Bunica,Bar-Cafeteria
Telde,Juan Jamón,Bar-Cafeteria
Santa Lucia De Tirajana,"Portada Bohemia, La",Bar-Cafeteria
San Bartolome De Tirajana,Bonni E Cleide,Bar-Cafeteria
Las Palmas De Gran Canaria,Sabor A Café,Bar-Cafeteria
Las Palmas De Gran Canaria,"Precio Justo, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Tradición,Bar-Cafeteria
Las Palmas De Gran Canaria,Churrería Guanarteme,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,"Pika, El",Bar-Cafeteria
San Bartolome De Tirajana,La Consentida,Bar-Cafeteria
Galdar,"Semilla, La",Bar-Cafeteria
Las Palmas De Gran Canaria,"Campestre, El",Bar-Cafeteria
Santa Lucia De Tirajana,Gastro Bar Ohasis,Bar-Cafeteria
Las Palmas De Gran Canaria,Barlovento 326,Bar-Cafeteria
Las Palmas De Gran Canaria,Crazy Hot Dogs,Bar-Cafeteria
Telde,Mamma Mia,Bar-Cafeteria
Las Palmas De Gran Canaria,Cofradia De Pescadores,Bar-Cafeteria
Galdar,La Semilla De Sofi,Bar-Cafeteria
Telde,"Guagua, La",Bar-Cafeteria
Mogan,"Valle, El",Bar-Cafeteria
San Bartolome De Tirajana,Swinger Bar Poison,Bar-Cafeteria
San Bartolome De Tirajana,"Quinta Estación, La",Bar-Cafeteria
San Bartolome De Tirajana,Tipsy Hammock,Bar-Cafeteria
Las Palmas De Gran Canaria,Traviatta Express,Bar-Cafeteria
San Bartolome De Tirajana,Paradise,Bar-Cafeteria
Las Palmas De Gran Canaria,Terraza De Jerry,Bar-Cafeteria
San Bartolome De Tirajana,"Perla Negra, La",Bar-Cafeteria
Tejeda,Tasca-Bar La Dorotea,Bar-Cafeteria
Las Palmas De Gran Canaria,Rockabilly Burger Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,Cokí-Nuestracocinasanaes,Bar-Cafeteria
San Bartolome De Tirajana,Entre Pitos Y Flautas,Bar-Cafeteria
Las Palmas De Gran Canaria,Cibergool Café,Bar-Cafeteria
Telde,"Abuelos, Los",Bar-Cafeteria
San Bartolome De Tirajana,Rumpelstilzchen,Bar-Cafeteria
Mogan,"Gallegos, Los",Bar-Cafeteria
Santa Brigida,Revés Bistrò,Bar-Cafeteria
San Bartolome De Tirajana,Dua Bapa,Bar-Cafeteria
Telde,El Novelero,Bar-Cafeteria
Las Palmas De Gran Canaria,Organic Jungle,Bar-Cafeteria
Las Palmas De Gran Canaria,Piu' Pizza,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Limón Y Miel,Bar-Cafeteria
San Bartolome De Tirajana,Piscina Club Tisaya Golf,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Quiosco Caminito De Anzo,Bar-Cafeteria
Vega San Mateo,Tasca Baco,Bar-Cafeteria
Vega San Mateo,Bodega El Txistu,Bar-Cafeteria
Mogan,"Túnel, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Dissareli Club,Bar-Cafeteria
Santa Brigida,"Tasquita De Santiago, La",Bar-Cafeteria
San Bartolome De Tirajana,Pio Pio 19,Bar-Cafeteria
Las Palmas De Gran Canaria,Terraza La Puntilla,Bar-Cafeteria
Las Palmas De Gran Canaria,Ca' Juanmi,Bar-Cafeteria
San Bartolome De Tirajana,Phillipps Rumpelkammer & Das Dicke Ei,Bar-Cafeteria
Las Palmas De Gran Canaria,Churreria La Minilla,Bar-Cafeteria
Mogan,"Palet, El",Bar-Cafeteria
San Bartolome De Tirajana,Africa Donner Kebab,Bar-Cafeteria
Telde,"Rinconcito De Telde, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Kebap Las Canteras,Bar-Cafeteria
Las Palmas De Gran Canaria,Scooter'S Pizza Factory,Bar-Cafeteria
Las Palmas De Gran Canaria,Pizzeria Mamma Angela,Bar-Cafeteria
Las Palmas De Gran Canaria,Sport Bar La Grada De Los Tarahales,Bar-Cafeteria
Telde,Dulce Pikota,Bar-Cafeteria
Galdar,La Familia,Bar-Cafeteria
Firgas,Artesania La Cantonera,Bar-Cafeteria
Telde,Heladería Cafetería El Kiosco De Tayri,Bar-Cafeteria
Tejeda,Los Pasitos,Bar-Cafeteria
San Bartolome De Tirajana,Marcello,Bar-Cafeteria
San Bartolome De Tirajana,Le Tre Forchette,Bar-Cafeteria
Las Palmas De Gran Canaria,Hawai Poke,Bar-Cafeteria
San Bartolome De Tirajana,Il Posto,Bar-Cafeteria
Las Palmas De Gran Canaria,Borecas,Bar-Cafeteria
San Bartolome De Tirajana,Mira Quien Vino,Bar-Cafeteria
Aguimes,Los Blanquizalez,Bar-Cafeteria
San Bartolome De Tirajana,Tante Emma,Bar-Cafeteria
Las Palmas De Gran Canaria,"Geria, La",Bar-Cafeteria
Mogan,Balcón Del Mar,Bar-Cafeteria
Galdar,El Antojo,Bar-Cafeteria
Las Palmas De Gran Canaria,Pizzeria Guayarmina,Bar-Cafeteria
Las Palmas De Gran Canaria,Pa Comerme,Bar-Cafeteria
Telde,"Gusto Es Mio, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Kmzero,Bar-Cafeteria
Ingenio,"Panachy, Cafetería, Pastelería Con Autoservicio",Bar-Cafeteria
Las Palmas De Gran Canaria,El Canaia De Cano,Bar-Cafeteria
San Bartolome De Tirajana,Flor De Vainilla,Bar-Cafeteria
Las Palmas De Gran Canaria,Fleur De Sel,Bar-Cafeteria
Las Palmas De Gran Canaria,Split'S,Bar-Cafeteria
San Bartolome De Tirajana,La Suite,Bar-Cafeteria
Telde,Luna,Bar-Cafeteria
San Bartolome De Tirajana,Al Grill Street Food,Bar-Cafeteria
Las Palmas De Gran Canaria,Maestro Valle,Bar-Cafeteria
Las Palmas De Gran Canaria,Churrería La Estación,Bar-Cafeteria
Las Palmas De Gran Canaria,Split'S 1,Bar-Cafeteria
Las Palmas De Gran Canaria,Split'S 2,Bar-Cafeteria
Las Palmas De Gran Canaria,Split'S 6,Bar-Cafeteria
La Aldea De San Nicolas,Danubio,Bar-Cafeteria
San Bartolome De Tirajana,Tutti Frutti,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,North Training Center,Bar-Cafeteria
Mogan,Forno D'Oro,Bar-Cafeteria
Las Palmas De Gran Canaria,"Ventana Del Mercado, La",Bar-Cafeteria
Las Palmas De Gran Canaria,"Tendedero De Catalina, El",Bar-Cafeteria
San Bartolome De Tirajana,Abrasa,Bar-Cafeteria
Las Palmas De Gran Canaria,Tasca La Marillanos,Bar-Cafeteria
Las Palmas De Gran Canaria,Brick Cafe,Bar-Cafeteria
Telde,Piscoplaza,Bar-Cafeteria
Las Palmas De Gran Canaria,Rompeolas Ii,Bar-Cafeteria
San Bartolome De Tirajana,Bar Buenavista Café,Bar-Cafeteria
Santa Lucia De Tirajana,Barraco,Bar-Cafeteria
Santa Brigida,Becquer Pub,Bar-Cafeteria
Las Palmas De Gran Canaria,Estación Esperanza,Bar-Cafeteria
Santa Lucia De Tirajana,Gran Cafe Vecindario,Bar-Cafeteria
Las Palmas De Gran Canaria,Miller,Bar-Cafeteria
Agaete,Primas Hermanas,Bar-Cafeteria
San Bartolome De Tirajana,Pizzeria Al 20099,Bar-Cafeteria
San Bartolome De Tirajana,Cafes Bar Sportium Tablero,Bar-Cafeteria
Las Palmas De Gran Canaria,Hokkaido,Bar-Cafeteria
Mogan,Sixty-Nine 2,Bar-Cafeteria
Mogan,Cocktail Bar Sixty Nine,Bar-Cafeteria
Mogan,The Lounge Puerto De Mogán,Bar-Cafeteria
Mogan,Piscina Municipal Arguineguín,Bar-Cafeteria
Telde,Pintadera Las Terrazas,Bar-Cafeteria
Santa Lucia De Tirajana,El Pinchito,Bar-Cafeteria
Las Palmas De Gran Canaria,De Francesco,Bar-Cafeteria
Las Palmas De Gran Canaria,Rollinga,Bar-Cafeteria
Las Palmas De Gran Canaria,Casa Ari,Bar-Cafeteria
Vega San Mateo,Qusería Yo Sin Ti,Bar-Cafeteria
La Aldea De San Nicolas,Monasterio,Bar-Cafeteria
San Bartolome De Tirajana,Florence,Bar-Cafeteria
Las Palmas De Gran Canaria,Gourie 41,Bar-Cafeteria
Santa Lucia De Tirajana,Asadero Pizzeria La Vita Nova,Bar-Cafeteria
Las Palmas De Gran Canaria,La Caprichosa,Bar-Cafeteria
Arucas,Gourie 3,Bar-Cafeteria
Agaete,"Cantina, La",Bar-Cafeteria
Mogan,Brothers Kebab,Bar-Cafeteria
Santa Lucia De Tirajana,Muller Panaderias,Bar-Cafeteria
Las Palmas De Gran Canaria,Pizcos 34,Bar-Cafeteria
Las Palmas De Gran Canaria,Super Burguer,Bar-Cafeteria
Las Palmas De Gran Canaria,La Esquinita De Vegueta,Bar-Cafeteria
Agaete,Tasca Berrazales,Bar-Cafeteria
Mogan,Club Socio Cultural Tahona,Bar-Cafeteria
San Bartolome De Tirajana,Moonlight Dream Swingers Club,Bar-Cafeteria
Las Palmas De Gran Canaria,Tk31,Bar-Cafeteria
Mogan,Vale-Vale,Bar-Cafeteria
Teror,Churrería De Cine,Bar-Cafeteria
Santa Lucia De Tirajana,Quick Coffee,Bar-Cafeteria
Telde,"Jamonal De La Abuela María, El",Bar-Cafeteria
San Bartolome De Tirajana,Score Gay Sports Bar ,Bar-Cafeteria
Mogan,Helamore Anfi Del Mar,Bar-Cafeteria
Galdar,Tasquita Ven Y Prueba,Bar-Cafeteria
Telde,Panaria,Bar-Cafeteria
San Bartolome De Tirajana,Cafe Me Gusta,Bar-Cafeteria
San Bartolome De Tirajana,Zumería Tutti Frutti,Bar-Cafeteria
Aguimes,Espacio Infantil Colorful,Bar-Cafeteria
Las Palmas De Gran Canaria,Encuentro,Bar-Cafeteria
Mogan,Jamonal De Mogán,Bar-Cafeteria
Mogan,Little Star Bar,Bar-Cafeteria
Aguimes,Ca' Mi Agüela,Bar-Cafeteria
Telde,3b,Bar-Cafeteria
Las Palmas De Gran Canaria,Kallpa Café,Bar-Cafeteria
San Bartolome De Tirajana,Pikkukuppila,Bar-Cafeteria
Las Palmas De Gran Canaria,Tienda Gourmet Bodega Tamara,Bar-Cafeteria
Las Palmas De Gran Canaria,Pizco A Pizco,Bar-Cafeteria
San Bartolome De Tirajana,Brigante Feeling Food,Bar-Cafeteria
Las Palmas De Gran Canaria,Casa Pepe,Bar-Cafeteria
Telde,Valdecasas,Bar-Cafeteria
Telde,Café Mar De Cristal,Bar-Cafeteria
Aguimes,Pepe Chiringo,Bar-Cafeteria
Las Palmas De Gran Canaria,Gastrobar Gara,Bar-Cafeteria
Santa Lucia De Tirajana,Tutti Frutti,Bar-Cafeteria
Vega San Mateo,Tierra Guanche,Bar-Cafeteria
Telde,Pequeños Exploradores,Bar-Cafeteria
Las Palmas De Gran Canaria,"Fábrica De Praliné, La",Bar-Cafeteria
Artenara,Biocrepería Riscocaido,Bar-Cafeteria
Mogan,Dos Ruedas,Bar-Cafeteria
Santa Lucia De Tirajana,Pizziamo,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Masa Madre,Bar-Cafeteria
San Bartolome De Tirajana,Palm Bakery Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Javier,Bar-Cafeteria
San Bartolome De Tirajana,Kalima,Bar-Cafeteria
Las Palmas De Gran Canaria,Malasaña,Bar-Cafeteria
Las Palmas De Gran Canaria,Icse,Bar-Cafeteria
Las Palmas De Gran Canaria,El Parque,Bar-Cafeteria
Galdar,Dulce Secreto,Bar-Cafeteria
Mogan,The Beer Harbour,Bar-Cafeteria
Arucas,"Chavo Express, El",Bar-Cafeteria
Mogan,Le Patio,Bar-Cafeteria
Las Palmas De Gran Canaria,Dos Hermanas,Bar-Cafeteria
San Bartolome De Tirajana,Disco Pub Moonlight,Bar-Cafeteria
San Bartolome De Tirajana,Lido Playmar Bar-Pizzeria,Bar-Cafeteria
Tejeda,Gourmet La Tienda De Paco,Bar-Cafeteria
Las Palmas De Gran Canaria,Cantina Social Campo Manuel Brito De Las Mesas,Bar-Cafeteria
Mogan,Terraza Chill & Chic,Bar-Cafeteria
Mogan,Bob Gorman Pub,Bar-Cafeteria
Las Palmas De Gran Canaria,Caze,Bar-Cafeteria
San Bartolome De Tirajana,Sultan Kebap,Bar-Cafeteria
Mogan,Vitamina N,Bar-Cafeteria
Las Palmas De Gran Canaria,Faraón ,Bar-Cafeteria
Las Palmas De Gran Canaria,Carlichi,Bar-Cafeteria
Mogan,Ca' Sorge,Bar-Cafeteria
Las Palmas De Gran Canaria,Dolcemente,Bar-Cafeteria
Telde,Rincon Del Tara - Tu Estacion,Bar-Cafeteria
San Bartolome De Tirajana,Ca' Cialo,Bar-Cafeteria
Las Palmas De Gran Canaria,Casa Mundo,Bar-Cafeteria
Las Palmas De Gran Canaria,El  Café Del Insular,Bar-Cafeteria
Santa Brigida,Pizzería Clan,Bar-Cafeteria
Las Palmas De Gran Canaria,Iberico Jamon Y Tapas,Bar-Cafeteria
Aguimes,Luckia Sport Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,"Fabrica, La",Bar-Cafeteria
San Bartolome De Tirajana,"Estrella De Maspalomas, La",Bar-Cafeteria
San Bartolome De Tirajana,Lao Di Fang,Bar-Cafeteria
San Bartolome De Tirajana,Caffee 83,Bar-Cafeteria
San Bartolome De Tirajana,Isla Madeira,Bar-Cafeteria
Las Palmas De Gran Canaria,La Flecha,Bar-Cafeteria
Las Palmas De Gran Canaria,Neodimio 60 Panificación,Bar-Cafeteria
Santa Lucia De Tirajana,Punto Latino,Bar-Cafeteria
Mogan,"Cafe, El",Bar-Cafeteria
Las Palmas De Gran Canaria,"Legionario, El",Bar-Cafeteria
San Bartolome De Tirajana,Tinto Roble,Bar-Cafeteria
Telde,Ca' Mario,Bar-Cafeteria
Las Palmas De Gran Canaria,Vianda Gourmet,Bar-Cafeteria
Mogan,"Toro Bravo, El",Bar-Cafeteria
Las Palmas De Gran Canaria,3d Print & Cafe,Bar-Cafeteria
San Bartolome De Tirajana,Patrick´S,Bar-Cafeteria
Las Palmas De Gran Canaria,"Buen Café, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Gardenia Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Solo Ties,Bar-Cafeteria
Las Palmas De Gran Canaria,Cuvee 25,Bar-Cafeteria
Las Palmas De Gran Canaria,Rubí Cafetería Pizzería,Bar-Cafeteria
San Bartolome De Tirajana,Noxon,Bar-Cafeteria
Galdar,"Tasca De Juan Pedro, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Me Lo Como ,Bar-Cafeteria
San Bartolome De Tirajana,Mojo Picon,Bar-Cafeteria
Las Palmas De Gran Canaria,Plantaciones De Origen,Bar-Cafeteria
Galdar,"Entrada, La",Bar-Cafeteria
San Bartolome De Tirajana,Churrería Ca' Elio - J. Rubí,Bar-Cafeteria
Telde,"Marrones, Los",Bar-Cafeteria
San Bartolome De Tirajana,Carpe Diem,Bar-Cafeteria
Mogan,Cocktail Bar Sixty Nine 3,Bar-Cafeteria
Vega San Mateo,Palmetto Food&Amp; Drink ,Bar-Cafeteria
Ingenio,Las Vegas Carrizal,Bar-Cafeteria
Mogan,"Timonel, El",Bar-Cafeteria
Las Palmas De Gran Canaria,The Block Cafe,Bar-Cafeteria
Telde,Pistón Racing,Bar-Cafeteria
Telde,Anteqvera-Telde,Bar-Cafeteria
San Bartolome De Tirajana,Taste,Bar-Cafeteria
Ingenio,Pray For Coffe,Bar-Cafeteria
Las Palmas De Gran Canaria,Ribetlau,Bar-Cafeteria
Telde,Sesteo,Bar-Cafeteria
San Bartolome De Tirajana,Gentlemen'S Club Paradise,Bar-Cafeteria
Mogan,Siete Mares,Bar-Cafeteria
San Bartolome De Tirajana,"Cuevita, La",Bar-Cafeteria
Mogan,"Jalapeño, El",Bar-Cafeteria
Las Palmas De Gran Canaria,La Burriteria,Bar-Cafeteria
San Bartolome De Tirajana,Bienvenido,Bar-Cafeteria
Mogan,El Ricon De Laura,Bar-Cafeteria
Mogan,The Pub,Bar-Cafeteria
Las Palmas De Gran Canaria,Pedro Infinito,Bar-Cafeteria
Las Palmas De Gran Canaria,Ripoche,Bar-Cafeteria
Las Palmas De Gran Canaria,Angel Cafe,Bar-Cafeteria
Mogan,La Casita,Bar-Cafeteria
Mogan,Piscina ,Bar-Cafeteria
Agaete,Pizzeria Figueroa,Bar-Cafeteria
Las Palmas De Gran Canaria,Laventura Chillout,Bar-Cafeteria
Las Palmas De Gran Canaria,Gastrobar De Cuchillo Y Tenedor,Bar-Cafeteria
Las Palmas De Gran Canaria,Heladeria Cafeteria Ciao-Ciao Las Canteras,Bar-Cafeteria
Mogan,El Pescador I,Bar-Cafeteria
Arucas,Ddrinks,Bar-Cafeteria
Las Palmas De Gran Canaria,Kfc,Bar-Cafeteria
Las Palmas De Gran Canaria,Burger King,Bar-Cafeteria
Las Palmas De Gran Canaria,"Pata Caliente, La",Bar-Cafeteria
Las Palmas De Gran Canaria,El 5inco,Bar-Cafeteria
Las Palmas De Gran Canaria,La Sureña,Bar-Cafeteria
Las Palmas De Gran Canaria,Hnos. Martinez,Bar-Cafeteria
Las Palmas De Gran Canaria,Miraflor,Bar-Cafeteria
Telde,Terraza Grill Del Tirador,Bar-Cafeteria
Las Palmas De Gran Canaria,Taco Bell,Bar-Cafeteria
Las Palmas De Gran Canaria,Bululu,Bar-Cafeteria
Las Palmas De Gran Canaria,K.Fe,Bar-Cafeteria
Telde,"Rincón De Lety, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Talaso Café,Bar-Cafeteria
Las Palmas De Gran Canaria,"Salteado Canario, El",Bar-Cafeteria
Santa Lucia De Tirajana,Piscolabis Cheo,Bar-Cafeteria
Las Palmas De Gran Canaria,Juicy Avenue &Amp; The Real Burrito,Bar-Cafeteria
Las Palmas De Gran Canaria,The Beer Castle,Bar-Cafeteria
Las Palmas De Gran Canaria,Klima,Bar-Cafeteria
Las Palmas De Gran Canaria,Gonzalo Caprichos De Gourmet,Bar-Cafeteria
Firgas,La Nueva Molienda,Bar-Cafeteria
Las Palmas De Gran Canaria,Cafe Regina,Bar-Cafeteria
Las Palmas De Gran Canaria,Club Del Gourmet Siete Palmas,Bar-Cafeteria
Las Palmas De Gran Canaria,Saporé Postrería,Bar-Cafeteria
Las Palmas De Gran Canaria,Punto De Consumo Hipermercado Carrefour Hoya De La Plata,Bar-Cafeteria
Santa Lucia De Tirajana,"Burguesa, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Salty&Amp;Sweet,Bar-Cafeteria
Las Palmas De Gran Canaria,Guajira,Bar-Cafeteria
Las Palmas De Gran Canaria,Paris Ole,Bar-Cafeteria
Las Palmas De Gran Canaria,Pata Mig,Bar-Cafeteria
San Bartolome De Tirajana,Iglesia Sueca,Bar-Cafeteria
Las Palmas De Gran Canaria,Club Del Gourmet Mesa Y López,Bar-Cafeteria
Las Palmas De Gran Canaria,"Cucurucho De Gara, El",Bar-Cafeteria
Mogan,Namaste India Anfi Del Mar,Bar-Cafeteria
Las Palmas De Gran Canaria,Starbucks,Bar-Cafeteria
Las Palmas De Gran Canaria,Starbucks,Bar-Cafeteria
Las Palmas De Gran Canaria,Mandu,Bar-Cafeteria
San Bartolome De Tirajana,Gutschis,Bar-Cafeteria
Las Palmas De Gran Canaria,Cuevano,Bar-Cafeteria
Telde,Bocabarranco,Bar-Cafeteria
Mogan,"Jardín, El",Bar-Cafeteria
San Bartolome De Tirajana,V.I.P. Room G.C.,Bar-Cafeteria
San Bartolome De Tirajana,Debby Kitchen,Bar-Cafeteria
San Bartolome De Tirajana,Lalabar,Bar-Cafeteria
Santa Lucia De Tirajana,Helamore Avenida,Bar-Cafeteria
Galdar,Anteqvera-Galdar,Bar-Cafeteria
Las Palmas De Gran Canaria,"Ribereña, La",Bar-Cafeteria
Telde,Del Paso,Bar-Cafeteria
Las Palmas De Gran Canaria,200 Gramos Burger And Beverage,Bar-Cafeteria
Ingenio,La Taberna De Tintin,Bar-Cafeteria
Las Palmas De Gran Canaria,Dunkin Coffee,Bar-Cafeteria
Mogan,London Doner Kebab,Bar-Cafeteria
Arucas,Chef And Pizza Arucas,Bar-Cafeteria
Mogan,Piscolabis Las Casillas,Bar-Cafeteria
San Bartolome De Tirajana,Val-Thi Cafe,Bar-Cafeteria
Santa Lucia De Tirajana,Not A Kebab,Bar-Cafeteria
Las Palmas De Gran Canaria,Real De Vegueta,Bar-Cafeteria
Las Palmas De Gran Canaria,"Columna, La",Bar-Cafeteria
Mogan,"Tomate, El",Bar-Cafeteria
Mogan,Den Lille Danske,Bar-Cafeteria
Las Palmas De Gran Canaria,Le Gourmet De Lucas Ibéricos Y Bellota,Bar-Cafeteria
San Bartolome De Tirajana,"Fuego, El",Bar-Cafeteria
Valsequillo De Gran Canaria,"El Buen Comer, Comidas Caseras",Bar-Cafeteria
San Bartolome De Tirajana,Chester Meloneras,Bar-Cafeteria
Teror,Shalom,Bar-Cafeteria
Las Palmas De Gran Canaria,Vips Smart,Bar-Cafeteria
Arucas,"Moncloa Tasca-Pizzería, La",Bar-Cafeteria
Mogan,Helamore,Bar-Cafeteria
Telde,Burger King,Bar-Cafeteria
Telde,Burger King,Bar-Cafeteria
Telde,Starbucks,Bar-Cafeteria
Santa Lucia De Tirajana,"Estación, La",Bar-Cafeteria
Las Palmas De Gran Canaria,"Bellota Extremeña, La",Bar-Cafeteria
Santa Lucia De Tirajana,Del Pino Ii,Bar-Cafeteria
Las Palmas De Gran Canaria,"Coto Libanés, El",Bar-Cafeteria
Valsequillo De Gran Canaria,"Troncón, El",Bar-Cafeteria
San Bartolome De Tirajana,Aloha Beach Club,Bar-Cafeteria
