fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,num_habitaciones,num_plazas,longitud,latitud,geohash,utm_x,utm_y
495,APARTAMENTOS PATRICIA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,35019,San Bartolomé de Tirajana,"CALLE LAS MIMOSAS, 1",6,12,-15.54265,27.769323,esuvyr60n1,446531.64,3071767.5
496,APARTAMENTOS LAS BRISAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 19",47,94,-15.566887,27.760191,esuvvv8dc4,444138.82,3070766.68
497,APARTAMENTOS BUGANVILLA,ALOJAMIENTOS,A4,5510_L6,Apartamentos,4,4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,35019,San Bartolomé de Tirajana,"CALLE LOS JAZMINES, 17",40,80,-15.537361,27.770728,esuvyrw01n,447053.46,3071920.85
498,APARTAMENTOS DON PEDRO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ESTADOS UNIDOS, 5-7",24,72,-15.570352,27.755728,esuvvsy0bd,443795.07,3070273.87
499,APARTAMENTOS DATASOL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE LA LUNA, 2",10,30,-15.569687,27.755481,esuvvswrru,443860.48,3070246.21
500,APARTAMENTOS ARCO IRIS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MILAN, 4",106,318,-15.57144,27.752118,esuvvsj5z1,443686.0,3069874.47
501,APARTAMENTOS ROYAL PLAYA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA ALFERECES.PROVISIONALES, 5",29,87,-15.5695,27.756156,esuvvsyek6,443879.26,3070320.89
502,APARTAMENTOS SALMON PLAYA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA ALFERECES PROVISIONALES, 1",35,105,-15.568878,27.755762,esuvvsz14c,443940.35,3070276.97
503,APARTAMENTOS CAROLINA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,35019,San Bartolomé de Tirajana,"CALLE LOS CARDONES, 3",32,100,-15.54821,27.767734,esuvynynu2,445983.01,3071593.91
504,APARTAMENTOS TARAHAL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,35019,San Bartolomé de Tirajana,CALLE LAS ADELFAS 23,26,78,-15.545214,27.769096,esuvyr0qdq,446278.89,3071743.47
506,APARTAMENTOS CORONA ROJA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE EL PEZ, 6",185,675,-15.560181,27.764833,esuvvymmvs,444801.98,3071277.87
507,APARTAMENTOS DUNASOL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE LISBOA, 1",47,94,-15.57326,27.753089,esuvvs7ckw,443507.14,3069982.87
508,APARTAMENTOS LOS FICUS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 17",45,150,-15.56561,27.760751,esuvvv9qng,444264.94,3070828.13
509,APARTAMENTOS LOS CARIBES I,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MADRID, 29",10,40,-15.565257,27.75987,esuvvv98zn,444299.28,3070730.38
510,APARTAMENTOS FAISAN,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVDA. DE TIRMA, 4",15,45,-15.56973,27.757656,esuvvtnknf,443857.36,3070487.16
511,APARTAMENTOS LAS ORQUIDEAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA MADRID, 28",11,44,-15.566001,27.759845,esuvvv90vf,444225.95,3070727.95
512,APARTAMENTOS LAS ROSAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ESTADOS UNIDOS, 8",28,112,-15.571974,27.755366,esuvvssydx,443635.05,3070234.51
513,APARTAMENTOS MONTEMAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE SAN CRISTOBAL DE LA LAGUNA, 3",37,112,-15.565245,27.760343,esuvvv9exx,444300.7,3070782.77
514,APARTAMENTOS DOROTEA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE TIRMA, 5",40,160,-15.570631,27.758672,esuvvtmcfp,443769.09,3070600.12
515,APARTAMENTOS TAMARAGUA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MENCEYES, 3",58,232,-15.571672,27.758282,esuvvtjp9w,443666.31,3070557.39
516,HOTEL APART. REVOLI,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA DE MOGAN, 11",181,367,-15.712833,27.789754,esuy46yr03,429775.87,3074116.37
517,APARTAMENTOS LOS MANUELES,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,35019,San Bartolomé de Tirajana,"CALLE LAS AULAGAS, 13",32,64,-15.546841,27.768384,esuvypp4s3,446118.22,3071665.31
518,APARTAMENTOS AFRICANA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MADRID, 20",18,36,-15.56429,27.761159,esuvvvf2mz,444395.22,3070872.73
519,APARTAMENTOS NORCOPIA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,35019,San Bartolomé de Tirajana,"CALLE LAS MARGARITAS, 31",37,138,-15.552317,27.76845,esuvyp54uw,445578.68,3071675.03
520,APARTAMENTOS B´SLOW,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,35019,San Bartolomé de Tirajana,"CALLE LAS AHULAGAS, 7",15,60,-15.545591,27.768203,esuvyr0192,446241.3,3071644.71
521,APARTAMENTOS LOS MARIACHIS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ESTADOS UNIDOS, 14",15,30,-15.571135,27.754874,esuvvst7y7,443717.47,3070179.63
522,BUNGALOWS TENESOYA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DETENERIFE, 18",12,36,-15.568961,27.761394,esuvvtz1bf,443935.06,3070900.88
523,APARTAMENTOS FARILAGA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE DE TIRMA, 7",33,132,-15.571076,27.758918,esuvvtm7rt,443725.37,3070627.57
524,APARTAMENTOS ACAPULCO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B44,Bahía Feliz - Playa del Águila,35019,San Bartolomé de Tirajana,"CALLE LOS PINOS, 13",48,112,-15.532138,27.773962,esuyn81g4c,447569.65,3072276.85
525,APARTAMENTOS EL PASEO,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE LUNA, 5",18,36,-15.569633,27.754959,esuvvsws37,443865.53,3070188.36
526,APARTAMENTOS PARQUE DEL PARAISO I,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE DE TIRMA, 16",129,258,-15.571271,27.760698,esuvvttmg1,443707.07,3070824.84
527,HOTEL PUERTO DE MOGAN CLUB DE MAR,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B11,Puerto de Mogán,35012,Mogán,"URBANIZACIÓN PUERTO DE MOGAN, S/N",140,420,-15.763954,27.816779,esuy1rch3p,424758.18,3077140.4
528,APARTAMENTOS JAMAICA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ROMA, 17",17,34,-15.572441,27.753508,esuvvsk7zu,443588.07,3070028.91
529,APARTAMENTOS ECUADOR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ROMA, 19",26,52,-15.572745,27.753602,esuvvskk2w,443558.16,3070039.46
530,APARTAMENTOS ADONIS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,CALLE  INGLATERRA Nş 9,11,44,-15.574118,27.754323,esuvvse28s,443423.22,3070119.96
531,APARTHOTEL JARDIN DEL ATLANTICO,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE SAN CRISTOBAL DE LA LAGUNA, 9",192,384,-15.566251,27.762403,esuvvvcp8p,444202.62,3071011.42
532,APARTAMENTOS CARONI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE TIRMA, 6",24,48,-15.569805,27.758026,esuvvtnqjp,443850.16,3070528.18
533,APARTAMENTOS TAJINASTE BEACH,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE LISBOA, 3",9,27,-15.573753,27.753649,esuvvs7s9r,443458.85,3070045.13
534,APARTAMENTOS FAYNA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ESTADOS UNIDOS, 32",40,127,-15.570974,27.756535,esuvvsvtd1,443734.19,3070363.55
535,APARTAMENTOS NOGALERA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE LA LUNA, 7",30,60,-15.569794,27.754741,esuvvsw7jd,443849.56,3070164.28
536,APARTAMENTOS LOS NARDOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE DE MIRAMAR, 4",24,72,-15.567235,27.758766,esuvvv2691,444103.79,3070608.98
537,APARTAMENTOS STRELITZIAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 25",39,78,-15.568947,27.758529,esuvvtr11h,443934.97,3070583.51
539,HOTEL TAURITO PRINCESS,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B12,Taurito,35012,Mogán,"URBANIZACIÓN PLAYA DE TAURITO, S/N",404,808,-15.754443,27.815484,esuy1rxuyy,425694.07,3076991.15
540,APARTAMENTOS TAGOROR BEACH APARTMENTS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE LOS ALFERECES PROVISIONALES, 9",59,177,-15.570245,27.756735,esuvvsyndy,443806.14,3070385.37
541,BUNGALOWS DOŃA ROSA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA, 23",40,160,-15.573753,27.751,esuvvegt33,443457.48,3069751.69
542,APARTAMENTOS WALHALLA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA ALFERECES PROVISIONALES, 19",47,188,-15.572519,27.757997,esuvvthqn1,443582.69,3070526.21
543,APARTAMENTOS LAS FALUAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE TENERIFE, 9",112,224,-15.567746,27.761984,esuvvtzvm0,444055.08,3070965.69
544,APARTAMENTOS BELMONTE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVDA. ESTADOS UNIDOS, 12",20,40,-15.571446,27.755026,esuvvsthxp,443686.9,3070196.61
545,HOTEL GOLD BY MARINA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA ESTADOS UNIDOS, 15",133,294,-15.572369,27.756678,esuvvsuw3e,443596.8,3070380.03
546,APARTAMENTOS TOUCAN GRAN CANARIA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,35019,San Bartolomé de Tirajana,"CALLE LAS ADELFAS, 2",8,16,-15.54221,27.769352,esuvyr680q,446575.01,3071770.52
547,APARTAMENTOS CLUB CANARIO,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ROMA, 5",24,60,-15.573364,27.75241,esuvvs5vd2,443496.54,3069907.7
548,APARTAMENTOS AMAZONAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MARRUECOS, 4",79,237,-15.568657,27.758159,esuvvtpnzz,443963.36,3070542.39
549,APARTAMENTOS LOS ALMENDROS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE FRANCIA , 3",33,99,-15.57562,27.751104,esuvvefjvs,443273.54,3069764.07
550,H. APART. SUNWING RESORT ARGUINEGUIN,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,35012,Mogán,"AVENIDA DE LOS CANARIOS, Nş 21",257,850,-15.686315,27.764321,esuvgn3dfk,432372.61,3071284.13
551,APARTAMENTOS SUN CLUB PLAYA DEL INGLES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,AVDA DE GRAN CANARIA 104,22,44,-15.579622,27.751646,esuvvkp303,442879.42,3069825.96
552,APARTAMENTOS LOS TILOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE DE ESPAŃA, 11",77,228,-15.57474,27.758296,esuvvt4zf3,443363.98,3070560.35
553,APARTAMENTOS DON GREGORIO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA ESTADOS UNIDOS, 34",44,88,-15.57164,27.756754,esuvvsvnf3,443668.68,3070388.12
554,BUNGALOWS LOS ARCOS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ESTADOS UNIDOS, 60",190,380,-15.581092,27.758235,esuvvmnpqn,442738.0,3070556.54
555,APARTAMENTOS DRAGON CLUB 2,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVDA. DE ESPAŃA, 22",27,104,-15.575641,27.756564,esuvvsfjtq,443274.3,3070368.91
556,APARTAMENTOS LAS DUNAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE MARRUECOS, 2",56,168,-15.568737,27.757638,esuvvtp5yn,443955.2,3070484.71
557,APARTAMENTOS LAS AFORTUNADAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE BONN, 8",20,40,-15.571302,27.754565,esuvvst643,443700.86,3070145.48
558,APARTAMENTOS LOS AGUACATES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE FINLANDIA, 1",50,150,-15.576173,27.747882,esuvve3g0u,443217.37,3069407.41
559,BUNGALOWS LOS GIRASOLES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE SARGENTOS PROVISIONALES, 25",63,204,-15.576092,27.760922,esuvvt9z4f,443232.11,3070851.87
560,APARTAMENTOS BUENOS AIRES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA ALFERECES.PROVISIONALES, 27",150,450,-15.574901,27.759051,esuvvt6snw,443348.51,3070644.06
561,HOTEL RIO SOL,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,"CALLE ISLA DE LOBOS , 1",235,700,-15.715495,27.788607,esuy46u267,429512.88,3073990.84
562,APARTAMENTOS SUNNY VILLAGE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ESTADOS UNIDOS, 29",35,96,-15.574601,27.757295,esuvvt4cvq,443377.16,3070449.4
563,APARTAMENTOS BIARRITZ,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE BONN, 18",76,213,-15.574977,27.75575,esuvvsf8uw,443339.31,3070278.43
564,HOTEL PLAYA BONITA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE TENERIFE, 2",258,516,-15.564194,27.763665,esuvvy4rpf,444405.95,3071150.29
565,APARTAMENTOS EL PALMAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE ESTADOS UNIDOS, 26",77,231,-15.569923,27.75598,esuvvsy663,443837.48,3070301.59
566,APARTAMENTOS ALOE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA TIRAJANA, 3",25,50,-15.577444,27.751455,esuvvebzgn,443093.96,3069803.79
567,APARTAMENTOS CORONA BLANCA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE TENERIFE, 11",123,246,-15.568361,27.761376,esuvvtz3wz,443994.17,3070898.62
568,APARTAMENTOS CASAS CARMEN,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA MADRID, 31",14,28,-15.565653,27.759716,esuvvv92jf,444260.17,3070713.5
569,APARTAMENTOS CORONA VERDE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE DE TIRMA, 12",13,26,-15.570502,27.759042,esuvvtmujh,443782.0,3070641.05
570,BUNGALOWS SAHARA BEACH CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE ALEMANIA, 53",36,108,-15.575395,27.747382,esuvve624y,443293.78,3069351.66
571,APARTAMENTOS PARQUE ROMANTICO I,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE DINAMARCA, 4",80,271,-15.57515,27.749652,esuvvedt2w,443319.1,3069603.01
572,HOTEL RADISSON BLU RESORT GRAN CANARIA,ALOJAMIENTOS,H5,5510_L1,Hotel,5,5 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,35012,Mogán,"BARRANCO DE LA VERGA, S/N.",189,472,-15.690883,27.772206,esuvfzy0zf,431927.39,3072160.12
573,APARTAMENTOS BEATRIZ,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"AVENIDA DE GRAN CANARIA, 90",9,27,-15.578653,27.748622,esuvv7rzrn,442973.34,3069490.53
574,APARTAMENTOS EUROPALACE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,35019,San Bartolomé de Tirajana,"CALLE HAMBURGO, 12",200,600,-15.559205,27.763922,esuvvyq0s4,444897.69,3071176.51
